padyam_text	padyam_type
"పూతనాకుచకుంభపూర్ణ విషస్తన్య- పాయివై బ్రదికిన భాగ్య మేమి?
కాళియాశీవిషగ్రసన ప్రమాదంబు గడచి జీవించిన ఘనత యేమి?
చాణూరమల్లదో స్తంభ ఘట్టన కోర్చి- లబ్ధజయుఁడ వైన లాభ మేమి?
సాళ్వరాజామోఘ శక్తిప్రయోగంబు- మరలించుకొనిన సామర్ధ్యమేమి?"	seesamu
"బడుగుదాసరివలె నన్నవస్త్రములకుఁ-బరుల కాశింతు విచట నీపంత మేమి?
చిత్ర చిత్ర ప్రభావ దాక్షిణ్యభావ-హత విమతజీవ శ్రీకాకుళాంధ్రదేవ!"	teytageethi
"పట్టి గొల్లది రోఁట గట్ట నోపిననీకుఁ- రోసంబు లే దన్న నీసు గలదె?
జారచోరాదిచేష్టలఁ బ్రవర్తిల్లు నీ- కపకీర్తి యన్న భయంబు గలదె?
భార్యచేఁ దన్నులుఁ బడ్డవానికి నీకు- లజ్జ లే దని యన్న లాఘవంబె?
కుండంటు లే దని కొసరి మెక్కిన నీకు- హీనత లెంచిన న్యూన మగునె?"	seesamu
"కోరి దాసులు ని న్నెంత దూరుచున్నఁ-బంత మున్నదె నీ కిసుమంత యైన?
చిత్ర చిత్ర ప్రభావ దాక్షిణ్యభావ-హత విమతజీవ శ్రీకాకుళాంధ్రదేవ!"	teytageethi
"కడు దొంగతనమునఁ గని తల్లి వైచినఁ- దనబిడ్డనిగ బెంచె నిను యశోద
జనని గర్భము దించుకొనిన వేఱొకతల్లి- కడుపుఁ జేసికొనంగ గలిగెనన్న
తండ్రి వివాహయత్నము సేయ నొల్లక- తగులుక వచ్చె నీ ధర్మపత్ని
యన్న రారాజు కీనున్న నీసోదరి- యింటికి జోగిరా నంటుకొనియె"	seesamu
"నిట్టి నీ సంప్రదాయంబు గుట్టు బెట్టు-రట్టు సేయుదుఁ గనుము నా భట్టుతనము
చిత్ర చిత్ర ప్రభావ దాక్షిణ్యభావ-హత విమతజీవ శ్రీకాకుళాంధ్రదేవ!"	teytageethi
"పక్షంబు గల దండ్రు పాండుపుత్రులయందు- పాండవుల్‌ పడినట్టి పాటులేమి!
పూర్వజన్మమునందుఁ బూజించె గజ మండ్రు- గజరాజు పొందిన గాసి యేమి!
యల కుచేలునకు బాల్యస్నేహితుఁడ వండ్రు- నెఱిఁ గుచేలుఁడు పడ్డనెవ్వ లేమి!
ప్రహ్లాదుఁ డాజన్మభక్తియుక్తుం డండ్రు- ప్రహ్లాదుఁ డొందిన బాధ లేమి!"	seesamu
"యెంతయాలస్యమున వారి నేలినాఁడ-విట్టిదే నీ దయారసం బెంచి చూద
చిత్ర చిత్ర ప్రభావ దాక్షిణ్యభావ-హత విమతజీవ శ్రీకాకుళాంధ్రదేవ!"	teytageethi
"అనఘ మౌ విప్రసత్రాన్న మెంగిలిఁ జేసి- తీవె మున్‌ క్రతుభోక్త నేనే యనుచు
సవతికొమాళ్ళ సమయించి తందఱిఁ- దరుగని రాక్షసాంతకుఁడ ననుచు
బంధువు లన్యోన్య వైరానుహతులుగా- నడచితి భూభారహారి ననుచు
బలిమి నన్య స్త్రీలఁ బట్టితి వెందఱి- నస్ఖలద్బ్రహ్మచర్యమతి ననుచు"	seesamu
"లోకమున నడ్డ మెవ్వరు లేకయునికి-హద్దు లే కిట్లు నడచితి వళుకు మాలి
చిత్ర చిత్ర ప్రభావ దాక్షిణ్యభావ-హత విమతజీవ శ్రీకాకుళాంధ్రదేవ!"	teytageethi
"అది యోగ్యంతరం గాలానబంధంబు- వదలించుకొని నీకు వశము గాదొ!
వేదాంత సకృద చుంబితల మంత్రావర్ణ- నల గుహలుండి రా నలవి గాదొ!
నిమి షార్ధ నిమిషాది నిత్యవేళాచక్ర- గతి నిరోధించి రాఁ గ్రమము గాదొ!
వక్రకంటక పంకవత్క్రూరజనమనః- కాపథంబులను గా ల్మోపరాదొ!"	seesamu
